"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Jordan","JOR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","39.75","29.53","31.15","46.55","40.98","30.6","38.79","17.61","19.14","13.24","17.17","21.51","10.78","23.13","13.5","12.94","14.87","24.32","16.5","25.39","23.81","24.7","27.27","25.07","31.47","27.7","32.65","38.98","34.21","46.81","37.38","50.64","36.6","48.28","48.67","42.97","42.87","51.19","39.15","53.42","45.63","67.58","58.44","68.42","72.51","71.83","66.59","65.37","73.4","84.57","87.52","83.21","86.82","88.57","103.93","107.5","88.05","90.87","85.86","87.13","91.82","",
"Japan","JPN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","135.33","139.37","140.63","140.97","141.46","144.73","153.89","159.7","151.14","144.61","135.67","145.38","143.97","141.33","147.14","139.88","150.25","144.53","145.04","132.03","132.48","137.2","135.13","138.76","139.92","140.62","137.37","129.66","130.71","129.29","123.86","129.71","113.04","129.17","124.5","120.67","121.88","112.38","115.27","114.83","113.78","112.28","105.68","107.22","109.89","104.73","107.75","108.5","104.36","100.24","100.33","101.23","100.91","101.84","99.89","98.27","98.54","96.51","97.73","95.97","95.93","",
"Kazakhstan","KAZ","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.71","72.14","57.33","39.38","42.7","45.84","30.35","55.03","50.7","66.33","67.39","66.08","61.69","67.41","72.79","83.03","69.63","87.3","64.66","110.99","75.64","93.93","93.3","98.39","108.31","114.31","117.15","108.72","117.24","108.79","",
"Kenya","KEN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","12.62","13.71","14.2","14.74","14.59","14.9","15.63","16.77","17.62","17.83","17.85","19.07","20.49","21.18","21.34","23.44","24.91","24.54","26.17","25.36","26.75","29.68","29.69","25.27","30.41","33.56","31.34","34.04","36.83","36.04","53","53.83","53.75","55.38","58.7","55.97","53.37","62.79","62.19","57.93","66.82","66.42","67.59","69.09","78.4","79.15","83.85","81.7","80.76","93.83","86.47","92.56","100.35","101.59","98.27","100.14","97.25","108.82","108.6","125.95","119.11","",
"Kyrgyz Republic","KGZ","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.9","48.56","42.13","41.82","52.24","63.88","68.89","77.81","81.98","89.04","78.79","84.45","91.44","84.11","86.79","88.25","88.77","94.7","89.06","92.13","88.89","94.91","90.47","103.85","105.69","107.19","109.07","109.81","108.75","97.65","",
"Cambodia","KHM","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","23.35","20.61","25.18","26.86","24.78","23.98","25.09","30.53","25.36","33.16","25.1","19.24","13.06","10.22","12.98","13.43","12.6","11.83","8.23","15.85","14.82","17.98","19.12","13.63","17.99","20.26","18.59","23.95","24.58","23.82","23.53","22.82","23.48","22.8","30.92","30.86","31.24","31.64","36.09","35.99","36.37","34.6","42.47","39.53","53.69","58.89","62.76","70.15","74.16","80.68","93.61","97.49","98.67","97.4","98.4","104.2","109.71","114.74","115.51","120.15","123","",
"Kiribati","KIR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","35.51","32.64","29.46","31.32","41.83","41.01","47.09","34.37","35.1","37.13","42.84","31.95","42.47","52.1","31.04","41.22","41.79","48.83","44.63","40.59","51.53","47.78","39.36","58.02","58.41","62.73","67","71.6","49.38","40.51","45.53","46.65","46.78","47.3","47.39","55.88","56.02","58.93","59.17","54.72","54.98","55.45","55.79","70.37","70.77","83.68","86.74","87.01","87.08","87.51","87.6","88.86","90.2","89.61","90.19","120.2","120.15","107.87","92.74","92.74","95.77","",
"St. Kitts and Nevis","KNA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","955.93","903.43","818.24","871.98","796.63","811.86","763.1","748.01","583.33","758.82","646.77","589.75","520.98","534.47","538.86","764.31","821.91","840.85","884.88","818.69","789.75","814.57","662.54","710.46","640.56","626.87","625","651.89","604.25","420.7","495.48","663.67","539.6","466.88","466.45","510.79","727.3","596.15","488.68","475.23","477.43","482.19","484.6","625.43","290.38","84.19","88.82","92.85","90.75","87.4","108.78","104.63","105.43","102","98.04","99.96","104.33","106.26","111.06","107.57","108.6","",
"Korea, Rep.","KOR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","44.17","41.89","45.45","54.59","55.39","59.98","55.39","56.29","63.55","62.66","63.83","64.84","65.68","68.29","78.12","87.21","93.17","100.1","101.24","81.4","91.6","95.3","95.31","95","95.55","98.57","96.31","102.95","106.54","101.46","98.44","103.31","101.41","100.23","107.49","109.48","109.98","105.64","111.84","116.57","118.03","108.68","102.79","111.45","109.58","107.3","106.04","109.74","108.86","101.3","99.66","97.44","99.72","105.44","97.64","96.92","96.22","97.18","97.11","90.28","95.72","",
"Kuwait","KWT","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","0.73","0.84","0.92","1.06","1.23","1.39","1.57","1.85","2.19","2.33","2.93","2.58","3.59","4.75","3.97","4.47","5.09","5.42","5.73","6.47","7.31","6.83","6.89","7.59","13.85","18.71","21.62","26.03","25.65","19.2","5.62","5.85","14.02","17.84","22.96","25.63","28.68","30.84","32.79","37.26","35.85","39.1","47.84","49.76","55.39","63.7","68.41","68.56","71.54","75.44","107.96","101.55","121.84","109.54","96.91","93.55","101.96","100.31","120.73","120.97","117.85","",
"Latin America & Caribbean (excluding high income)","LAC","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","7.03","6.88","7.02","9.33","9.34","9.62","10.45","10.2","11.31","11.42","10.69","10.66","11.28","11.58","11.38","10.13","10.98","9.57","12.36","13.5","14.64","14.4","14.25","16.37","16.68","17.02","15.45","14.36","17.93","19.92","17.23","19.89","18.51","21.85","19.09","19.25","21.94","23","27.23","32.29","32.7","36.4","34.84","36.68","38.64","39.68","43.11","46.5","52.83","57.92","64.61","69.68","74.44","90.44","103.8","105.76","97.29","99.12","97.93","101.85","113.14","",
"Lebanon","LBN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","33.67","30.81","34.55","35.66","35.26","33.55","41.7","40.18","34.06","39","43.96","48.03","43.91","52.87","41.13","40.47","40.72","46.73","46.72","51.79","45.71","54.91","52.56","53.3","58.89","64.97","75.65","77.14","82.96","90.12","104.68","108.47","104.85","110.64","121.64","126.91","107.36","98.52","96.61","95.68","86.04","92.4","88.8","97.8","89.99","93.99","91.77","94.14","86.09","92.7","83.29","82.79","87.27","93.97","98.05","107.98","108.32","103.84","99.42","99.34","97.63","",
"Liberia","LBR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","44.85","46.87","46.57","47.71","50.54","54.57","54.86","57.18","57.99","65.66","68.65","68.57","70.27","73.65","71.49","74.46","76.48","75.86","76.04","78.48","79.82","80.97","81.21","85.9","87.13","88.06","89.51","91.37","90.32","60","44.68","50.57","49.77","40.67","40.89","50.05","69.34","76.31","83.88","88.41","86.5","84.59","84.04","87.3","90.71","87.51","100.98","97.42","90.28","91.79","93.96","99.98","95.93","90.47","97.33","112.21","94.53","100.15","105.64","108.05","106.62","",
"Libya","LBY","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","13.99","14.87","14.05","12.45","24.34","24.31","28.78","30.14","22.29","23.63","20.02","33.51","43.38","39.77","46.88","51.34","37.67","48.95","45.98","53.14","55.32","57.5","62.4","58.16","60.85","65.22","63.52","65.11","67.77","68.7","69.36","68.16","70.87","74.4","79.88","83.04","87.28","86.12","92.52","84.5","81.02","88.67","90.99","86.18","87.63","87.38","89.79","90.24","91.22","94.93","97.59","100.25","99.73","100.06","98.5","101.44","99.32","100.85","99.67","99.48","99.67","",
"St. Lucia","LCA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","305.46","329.96","335.32","352.28","407.81","401.93","399.75","396.61","388.66","318.45","320.04","322.91","297.5","327.23","279.94","304.55","291.92","325.93","317.47","281.67","283.78","292.72","314.94","346.87","388.14","467.02","408.87","521.56","473.63","510.29","437.8","502.32","508.82","410.72","469.56","445.36","393.83","334.72","251.32","215.3","177.29","211.18","171.8","161.85","123.45","135.8","128.3","158.87","148.65","108.74","110.83","92.31","101.35","102.31","101.3","96.39","100.37","104.21","96.11","79.65","71.8","",
"Latin America & Caribbean","LCN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","25.12","26.42","27.17","28.35","26.59","27.18","30.13","31.13","30.92","32.47","31.88","31.28","31.19","33.88","35.55","35.65","36.46","38.4","44.02","46.28","44.22","41.78","46.38","44.09","45.51","46.35","40.06","42.88","40.25","43.81","66.51","58.14","67.49","71.4","72.98","69.67","73.07","75.17","77.5","80.6","77.18","79.81","80.45","78.85","84.12","84.97","83.47","90.9","86.16","98.64","96.07","97.45","103.51","96.87","105.04","98.1","86.26","99.37","101.09","108.94","114.37","",
"Lower middle income","LMC","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","96.18","93.01","92.78","92.23","90.5","95.9","93.1","92","92.01","85.45","90.79","56","76.12","119.11","89.7","73.23","132.92","132.41","112.79","94.84","87.1","76.52","74.37","78.16","91.89","82.14","88.1","122.01","116.22","128.09","65.04","74.56","94.46","123.08","77.38","140.09","132.38","114.32","119.26","114.11","147.86","110.08","100.31","99.68","99.79","99.33","91.88","92.48","89.46","128.61","109.61","105.32","110.28","114.23","102.86","82.9","149.48","131.1","85.68","86.91","117.11","",
"Late-demographic dividend","LTE","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.24","66.55","45.9","54.81","70.65","77.54","71.63","60.34","68.47","55.64","63.2","65.3","60.54","60.12","39.99","57.58","65.16","71.89","56.13","66.63","87.13","80.95","91.1","108.63","100.27","102.91","75.33","94.09","117.83","99.47","",
"Luxembourg","LUX","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.82","101.19","122.9","107.51","130.12","110.88","112.68","107.49","120.22","120.09","104.98","102.66","95.01","104.69","108.7","105.53","85.77","90.01","103.18","92.85","89.56","86.94","",
"Latvia","LVA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.35","80.24","58.23","53.19","59.64","62.83","49.57","48.96","50.44","49.5","57.53","55.04","56.03","66.58","58.4","70.68","72.69","68.94","62.36","62.58","84.98","79.17","82.21","112.13","105.65","107.8","70.99","106.44","117.2","100.43","",
"Macao SAR, China","MAC","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","46.28","32.4","32.4","23.14","27.77","46.28","37.03","32.4","41.65","34.71","32.4","39.34","41.65","41.65","41.65","41.65","41.65","50.91","50.91","55.54","55.54","55.54","60.17","60.17","55.54","55.54","55.54","46.28","46.28","41.65","49.03","55.54","58.67","62.48","65.42","69.42","71.54","74.05","75.44","76.37","80.29","83.31","85.46","87.56","89.74","92.57","97.19","96.47","97.14","97.19","95.28","92.57","97.19","100.42","99.97","99.61","99.61","102.77","103.35","104.19","103.44","",
"St. Martin (French part)","MAF","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","16.96","22.19","24.94","25.67","28.18","23.52","24.45","37","27.64","28.31","34.29","31.05","28.37","33.75","30.89","35.57","27.49","34.23","35.5","34.66","29.24","39.03","33.26","36.14","41.39","51.29","44.21","54.63","60.41","54.67","65.18","45.54","46.54","64.61","39.51","72.72","55.92","68.08","59.9","50.97","58.05","64.11","79.25","79.29","70.6","89.4","68.64","77.77","96.84","97.2","99.77","92.08","101.72","102.1","110.51","87.4","107.01","116.63","107","91.73","117.12","",
"Monaco","MCO","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.67","151.31","99.4","117.12","99.58","105.82","80.98","83.57","83.72","88.03","92.86","94.74","99.82","92.62","86.5","69.53","101.64","85.58","84.95","93.98","74.79","96.57","104.33","87.74","107.93","121.19","128.98","126.54","79.74","137.22","",
"Madagascar","MDG","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","36.71","39.01","39.65","42.1","41.9","42.61","44.75","46.24","48.58","49.59","49.31","50.29","50.85","57.26","56.87","58.88","57.2","54.4","55.04","57.01","56.24","56.85","60.75","61.47","62.37","65.3","63.37","63.79","67.62","67.61","67.43","67.66","70.46","67.43","68.69","70.06","70.84","69.77","72.29","70.68","73.62","71.84","74.27","77.9","88.15","90.69","92.52","96.25","103.83","106.33","105.49","110.35","97.73","101.74","98.42","99.85","97.26","102.05","102.54","103.76","105.54","",
"Maldives","MDV","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","88.31","91.64","95.05","98.36","100.98","110.27","113.11","115.33","116.76","123.26","128.01","123.22","130.19","131.91","148.29","141.88","150.65","145.04","142.22","156.44","159.6","165.73","176.29","180.52","183.98","186.4","180.05","182.64","175.39","120.13","112.7","119.32","140.23","152.41","151.79","159.89","142.15","140.65","129.4","140.35","128.39","123.29","149.42","180.63","140.86","157.01","131.03","128.98","121.58","116.02","105.88","98.46","94.76","98.33","99.56","102.11","101.55","100.9","105.39","106.44","92.92","",
"Middle East & North Africa","MEA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","23.22","24.59","26.3","29.77","32.39","33.83","34.03","35.12","33.43","35.47","37.61","37.86","39.43","40.27","39.99","37.78","42.36","46.88","44.75","49.55","53.26","50.62","52.32","53.97","56.95","56.13","57.67","56.25","54.97","59.64","58.77","58.17","59.05","61","64.01","68.87","68.76","71.6","72.4","71.57","76.79","74.67","78.26","80.13","77.53","82.2","84.18","86.77","81.92","85.72","82.01","90.02","93.11","97.86","97.14","105","110.96","113.02","112.23","111.03","111.85","",
"Marshall Islands","MHL","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.83","133.33","104.17","110.42","175","147.92","137.5","97.92","77.08","19.33","17","59.33","137.33","85","97.92","120.83","101","130.67","119.33","113.33","98.33","110","116.67","83.33","90","126.67","126.67","80","90.04","90.04","95.42","",
"Middle income","MIC","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.65","59.97","70.01","71.92","74.36","77.05","81.01","83.52","82.04","71.98","65.51","73.78","82.62","83.85","84.83","80.27","87.47","90.92","95.33","91.77","89.03","94.88","91.64","104.14","104.22","79.24","101.34","94.74","102.86","96.24","",
"Mali","MLI","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","10.53","10.92","10.93","10.37","10.73","10.58","11.43","10.65","12.13","12.18","12.1","10.86","10.96","13.26","15.65","15.69","15.04","14.99","14.67","13.26","14.47","15.33","16.36","13.75","18.52","19.38","18.6","24.04","22.96","22.76","34.6","31.1","31.55","34.81","35.38","37.03","38.34","41.34","43.69","36.19","43.82","40.28","51.11","46.53","50.98","49.99","53.18","63.44","71.06","72","83.24","85.25","90.04","89.18","96.9","113.91","115.23","125.12","128.69","126.48","126.49","",
"Malta","MLT","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","82.2","81.45","87.03","79.26","70.05","70.94","78.07","80.76","87.54","73.78","82","85.75","87.44","79.89","89.82","84.18","78.18","76.76","87.8","93.02","93.96","92.21","101.21","94.02","97.1","91.63","86.13","83.42","87.69","87.68","90.34","94.13","95.72","103.72","112.2","131.26","108.85","115.2","110.05","108.39","101.28","96.18","93.38","103.75","98.72","112.07","99.41","109.58","97.72","104.26","106.88","98.93","100.98","105.18","100.45","94.37","93.98","65.69","59.71","55.87","53.89","",
"Myanmar","MMR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","18.14","20.46","21.3","22.14","21.47","18.45","20.57","21.81","21.47","22.11","22.74","21.52","23.39","23.54","24.57","24.93","25.7","28.17","28.34","33.33","36.03","37.65","38.52","39.17","40.22","40.27","38.86","37.26","36.59","36.99","36.22","40.98","44.61","47.88","49.36","50.85","49.34","50.79","58.92","63.16","66.48","68.07","72.78","77.74","85.91","95.83","100.44","107.12","109.44","110.85","103.84","100.25","103.48","99.85","100.91","99.24","98.73","98.79","97.87","96.24","93.94","",
"Middle East & North Africa (excluding high income)","MNA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213.72","104.31","123.2","124.31","122.73","116.48","98.58","94.16","87.34","101.61","111.05","100.94","104.27","92.82","94.21","88.22","",
"Mongolia","MNG","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","19.09","44.58","44.43","50.58","45.36","37.15","44.51","31.32","19.8","39.14","49.15","27.97","62.18","44.39","66.23","53.23","57.5","52.41","51.82","43.47","51.57","81.31","114.3","92.61","126.11","127.62","108.94","119.62","130","109.91","88.7","74.26","70.47","51.38","43.25","37.02","42.31","40.4","37.13","33.67","36.27","33.53","43.67","43.82","35.91","51.01","48.62","63.45","85.92","83.61","100.84","113.94","101.76","120.19","72.32","107.49","68.58","106.26","109.69","116.76","141.29","",
"Northern Mariana Islands","MNP","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","42.82","44.11","44.3","46.8","45.14","46.27","48.47","52.63","52.77","55.04","56.83","59.06","61.26","59.11","54.24","52.46","50.91","49.93","49.71","51.55","52.05","49.98","46.86","45.36","44.57","46.09","45.41","45.22","46.75","51.5","45.23","37.93","44.61","44.32","53.91","61.53","66.83","71.23","73.36","66.73","72.66","64.26","84.6","87.89","80.6","92.68","94","87.12","107.49","117.21","125.06","122.92","109.75","102.85","96.2","100.95","113.6","138.29","144.82","135.56","141.56","",
"Mauritania","MRT","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","26.33","26.13","29.68","30.98","33.37","28.73","27.83","28.98","30.53","29.48","22.06","19.15","17.3","20.06","21.46","21.51","20.34","23.14","23.33","25.49","28.08","26.2","22.52","23.88","34.14","36.67","42.45","45.01","48.52","36.5","36.23","37.06","48.77","56.72","62.74","63.96","64.23","58.72","62.3","61.67","51.06","54.23","60.85","54.91","60.34","58.23","62.1","62.88","59.31","80.77","73.36","94.55","93.59","108.91","96.41","94.67","111.63","121.48","104.91","115.76","140.29","",
"Mauritius","MUS","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","107.14","102.48","126.15","96.83","131.48","108.95","130.25","116.32","130.3","114.49","119.73","140.52","138.93","134.03","98.21","141.97","134.34","140.13","140.44","104.41","121.28","147.4","122.16","120.12","132.11","140.77","142.71","128.51","126.9","130.45","131.63","136.2","130.41","117.94","127.48","126.53","138","136.33","95.76","123.4","139.66","117.28","125.33","127.67","119.33","115.6","104.51","109.57","115.17","109.54","106.82","102.25","99.31","103.16","100.33","96.51","95.57","82","87.29","70.53","73.39","",
"Malawi","MWI","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","9.48","10.18","9.84","10.43","11.13","11.27","12.91","12.16","12.4","12.05","14.51","15.36","16.17","16.07","15.94","16.97","18.71","18.97","18.85","18.44","19.1","20.19","19.07","19.92","20.35","20.43","20.15","21.31","21.29","21.48","27.9","21.92","29.27","23.87","28.45","32.34","31.49","36.22","40.02","46.46","48.74","39.11","44.78","47.37","40.38","54.45","61.84","62.75","73.64","72.95","75.16","77.3","90.3","105.77","98.75","95.49","111.86","115.07","125.13","129.48","133.78","",
"Malaysia","MYS","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","17.56","17.75","18.59","18.7","20.19","20.53","21.07","23.78","26.56","27.71","29.01","29.6","32.46","34.07","34.52","36.74","36.78","37.64","40.51","41.33","42.28","44.61","42.93","45.3","47.04","49.48","49.7","53.82","56.43","56.24","56.02","56.75","61","60.21","62.25","63.77","65.15","60.68","68.55","71.6","72.84","73.66","80.31","84.59","87.82","92.25","91.11","97.12","93.5","92.81","101.71","103.17","102.47","99.22","105.49","95.29","107.42","103.28","103.39","100.43","95.85","",
"North America","NAC","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","24.6","26.12","26.38","27.87","28.73","29.31","29.89","30.39","30.94","31.25","31.84","32.29","33.14","33.49","34.39","34.62","35.55","35.96","36.66","37.05","38.08","38.77","39.96","41.34","38.89","41.47","41.24","43.5","45.71","46.82","48.03","34.06","41.48","49.36","45.61","50.56","64.48","61.58","56.48","65.56","69.52","66.92","70.88","82.79","82.12","94.05","87.42","85.81","86.25","91.1","92.45","99.67","91.12","100.72","103.3","95.98","108.31","111.27","98.7","115.51","118.17","",
"New Caledonia","NCL","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","138.4","133.65","138.25","155.9","155.12","155.43","132.86","131.68","131.18","111.35","121.58","132.33","140.71","117.95","121.35","118.76","106.91","104.27","104.85","126.71","108.06","104.18","122.42","108.3","114.18","104.45","99.58","91.57","99.02","88.2","77.41","77.85","78.93","79.73","84.62","71.15","63.77","65.43","64.38","69.49","73.8","74.85","70.15","81.07","82.08","83.92","79.19","81.51","73.03","74.02","72.58","82.56","71.58","75.95","108.43","115.62","111.75","116.05","116.19","117.7","106.85","",
"Niger","NER","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","13.37","15.91","16.73","16.38","16.35","17.52","19.42","15.51","18.29","15.78","17.42","16.73","10.55","14.46","12.05","16.55","17.4","18.56","20","21.04","20.21","20.09","19.95","13.49","18.92","20.72","16.74","24.29","21.51","24.44","27.17","27.94","25.74","26.35","27.9","29.32","25.93","40.24","38.78","30.48","40.61","47.42","47.06","40.9","50.99","56","58.2","74.99","59.31","84.11","71.06","81.8","83.69","90.41","100.65","108.94","110.74","121.88","119.8","130.97","113.44","",
"Nigeria","NGA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","19.81","20.92","21.87","22.39","23.29","22.33","23.24","23.65","26.17","28.18","25.29","22.5","23.22","25.79","24.13","22.23","22.12","21.32","21.52","22.15","22.37","22.8","22.73","24.26","25.7","28.2","28.87","33.58","37.59","39.82","45.26","48.88","51.41","52.86","55","57.69","60.03","63.2","65.99","66.71","65.77","69.05","72.76","77.75","82.41","88.39","80.87","86.43","74.47","85.5","79.27","87.88","84.07","95.91","98.12","105.98","107.98","112.62","108.04","107.03","108.96","",
"Nicaragua","NIC","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","25.7","31.09","34.11","41.72","45.42","42.34","47.34","45.92","45.03","41.58","44.93","45.89","49.17","61.07","59.17","58.35","61.28","68.57","62.27","41.27","55.97","55.64","54.65","58.13","50.34","48.11","45.03","42.68","41.89","41.28","49.6","48.64","44.43","46.3","53.02","54.8","55.82","60.03","63.56","67.03","63.61","65.87","78.97","69.17","81.21","75.58","79.35","76.85","85.19","81.14","92.63","101.42","98.39","95.92","97.11","106.97","114.06","117","118.2","123.41","128.37","",
"Netherlands","NLD","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","49.11","49.89","48.83","56.78","46.84","50.63","59.36","58.64","58.07","62.57","63.83","60.61","63.38","64.65","58.4","58.37","63.48","68.65","67.73","66.76","68.13","72.75","64.93","74.68","74.74","77.79","79.77","77.37","82.05","85.67","82.13","92.61","92.5","87.06","89.47","93.97","89.76","76.35","96.66","96.39","88.3","91.06","87.82","98.04","91.87","87.57","92.71","95.62","99.85","97.06","102.94","96.19","97.53","102.53","99.81","97.66","106.97","93.37","104.56","102.88","103.76","",
"Norway","NOR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","124.6","102.72","125.8","102.02","117.69","113.25","103.44","123.11","110.22","116.27","110.4","103.5","107.62","128.21","90.56","100.56","116.83","121.63","108.07","121.04","117.37","122.42","111.6","130.83","121.69","105.58","113.58","113.91","116.8","132.78","106.2","90.63","109.36","91.04","97.98","100.56","99.15","100.77","91.8","95.48","94.65","92.22","96.69","107.33","96.44","94.91","92.62","107.08","87.47","92.01","80.18","84.37","78.93","97.26","101.85","100.89","98.95","71.74","101.43","100.22","95.11","",
